Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1621622,0.0185538,0.9814462,0.8378378,0.1333333,0.1621622,0.8485291,0.1298208
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.5428571,0.0207129,0.9792871,0.4571429,0.4691358,0.5428571,0.9155829,0.4852993
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2210526,0.2567901,0.7432099,0.7789474,0.0280374,0.2210526,0.6376645,-0.0082596
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0854701,0.1036450,0.8963550,0.9145299,0.0296736,0.0854701,0.6840627,-0.0095391
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1240876,0.0701656,0.9298344,0.8759124,0.0636704,0.1240876,0.6572908,0.0370290
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2173913,0.0791293,0.9208707,0.7826087,0.1146132,0.2173913,0.6667796,0.0968735
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.3087558,0.1927738,0.8072262,0.6912442,0.0723542,0.3087558,0.6055409,0.0454104
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1632653,0.0869473,0.9130527,0.8367347,0.0890869,0.1632653,0.5997740,0.0547223
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0602410,0.0195241,0.9804759,0.9397590,0.0495050,0.0602410,0.7526273,0.0367945
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.5000000,0.0509197,0.9490803,0.5000000,0.1320132,0.5000000,0.9124274,0.1893127
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.5338346,0.0461248,0.9538752,0.4661654,0.2253968,0.5338346,0.9175263,0.2925659
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0000000,0.0058031,0.9941969,1.0000000,0.0000000,0.0000000,0.6312439,-0.0083373
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2289157,0.0205517,0.9794483,0.7710843,0.1461538,0.2289157,0.9445875,0.1629394
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.2246377,0.0193691,0.9806309,0.7753623,0.2279412,0.2246377,0.9618005,0.2067285
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0909091,0.0075621,0.9924379,0.9090909,0.0232558,0.0909091,0.8578175,0.0339961
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1379310,0.0063063,0.9936937,0.8620690,0.1025641,0.1379310,0.9336595,0.1123545
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0000000,0.0054093,0.9945907,1.0000000,0.0000000,0.0000000,0.8134555,-0.0056653
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.1222222,0.0103205,0.9896795,0.8777778,0.1617647,0.1222222,0.9427113,0.1271944
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,undersampling,no selection,no cost sensitive,0.0105263,0.0034433,0.9965567,0.9894737,0.0500000,0.0105263,0.8523140,0.0115725
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,undersampling,no selection,no cost sensitive,1.0000000,0.9957155,0.0042845,0.0000000,0.0025751,1.0000000,0.5021422,0.0000221
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,undersampling,no selection,no cost sensitive,1.0000000,0.1720890,0.8279110,0.0000000,0.0147059,1.0000000,0.9139555,0.0240574
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,undersampling,no selection,no cost sensitive,1.0000000,0.2651515,0.7348485,0.0000000,0.0112994,1.0000000,0.8674242,0.0164700
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,undersampling,no selection,no cost sensitive,0.7777778,0.2519084,0.7480916,0.2222222,0.0173697,0.7777778,0.7629347,0.0231014
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,undersampling,no selection,no cost sensitive,1.0000000,0.4572308,0.5427692,0.0000000,0.1289566,1.0000000,0.7713846,0.1308301
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,undersampling,no selection,no cost sensitive,0.8492063,0.2663809,0.7336191,0.1507937,0.1974170,0.8492063,0.7909048,0.2309664
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,undersampling,no selection,no cost sensitive,0.7333333,0.2643819,0.7356181,0.2666667,0.2188065,0.7333333,0.7330941,0.2279750
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,undersampling,no selection,no cost sensitive,0.9200000,0.2724638,0.7275362,0.0800000,0.1280148,0.9200000,0.8187014,0.1635671
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,undersampling,no selection,no cost sensitive,0.9210526,0.1833910,0.8166090,0.0789474,0.1804124,0.9210526,0.8736190,0.2489857
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,undersampling,no selection,no cost sensitive,0.7325581,0.2364162,0.7635838,0.2674419,0.1334746,0.7325581,0.7473988,0.1583790
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,undersampling,no selection,no cost sensitive,0.6736842,0.2594094,0.7405906,0.3263158,0.1250000,0.6736842,0.7063755,0.1347670
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,undersampling,no selection,no cost sensitive,0.8671329,0.2722513,0.7277487,0.1328671,0.2094595,0.8671329,0.7971886,0.2438708
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,undersampling,no selection,no cost sensitive,0.8291139,0.3030134,0.6969866,0.1708861,0.1943620,0.8291139,0.7625876,0.2113755
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,undersampling,no selection,no cost sensitive,0.7600000,0.2335973,0.7664027,0.2400000,0.3150912,0.7600000,0.7618337,0.3277379
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,undersampling,no selection,no cost sensitive,0.6171875,0.1949008,0.8050992,0.3828125,0.3147410,0.6171875,0.7090076,0.2993284
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,undersampling,no selection,no cost sensitive,0.9886364,0.2663631,0.7336369,0.0113636,0.3580247,0.9886364,0.8614945,0.4131161
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,undersampling,no selection,no cost sensitive,0.8795620,0.3535519,0.6464481,0.1204380,0.2713964,0.8795620,0.7637500,0.2693788
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,undersampling,no selection,no cost sensitive,0.7755102,0.3157895,0.6842105,0.2244898,0.2835821,0.7755102,0.7295788,0.2661123
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,undersampling,no selection,no cost sensitive,0.9729730,0.3487155,0.6512845,0.0270270,0.0468140,0.9729730,0.8130288,0.0582451
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,undersampling,no selection,no cost sensitive,0.7571429,0.0587669,0.9412331,0.2428571,0.3028571,0.7571429,0.8494220,0.4049235
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,undersampling,no selection,no cost sensitive,0.4947368,0.2035273,0.7964727,0.5052632,0.0753205,0.4947368,0.6459612,0.0788991
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,undersampling,no selection,no cost sensitive,0.5982906,0.2259905,0.7740095,0.4017094,0.0893997,0.5982906,0.6912132,0.0995293
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,undersampling,no selection,no cost sensitive,0.5547445,0.1487511,0.8512489,0.4452555,0.1254125,0.5547445,0.7065235,0.1534446
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,undersampling,no selection,no cost sensitive,0.6956522,0.2591549,0.7408451,0.3043478,0.1122807,0.6956522,0.7176126,0.1255956
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,undersampling,no selection,no cost sensitive,0.7004608,0.4519749,0.5480251,0.2995392,0.0701754,0.7004608,0.6247130,0.0471323
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,undersampling,no selection,no cost sensitive,0.5346939,0.1996173,0.8003827,0.4653061,0.1224299,0.5346939,0.6748855,0.1290751
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,undersampling,no selection,no cost sensitive,0.4457831,0.2554403,0.7445597,0.5542169,0.0286156,0.4457831,0.5986570,0.0233089
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,undersampling,no selection,no cost sensitive,0.6375000,0.1572120,0.8427880,0.3625000,0.0590962,0.6375000,0.7378860,0.0825528
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,undersampling,no selection,no cost sensitive,0.7669173,0.0886578,0.9113422,0.2330827,0.1786340,0.7669173,0.8411594,0.2603466
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,undersampling,no selection,no cost sensitive,0.0987654,0.0535380,0.9464620,0.9012346,0.0272109,0.0987654,0.5384630,0.0197080
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,undersampling,no selection,no cost sensitive,0.6626506,0.1133123,0.8866877,0.3373494,0.0824588,0.6626506,0.7805426,0.1230594
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,undersampling,no selection,no cost sensitive,0.5942029,0.0435344,0.9564656,0.4057971,0.2578616,0.5942029,0.7790396,0.3366826
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,undersampling,no selection,no cost sensitive,0.1818182,0.0102629,0.9897371,0.8181818,0.0338983,0.1818182,0.5907863,0.0539907
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,undersampling,no selection,no cost sensitive,0.5862069,0.0353153,0.9646847,0.4137931,0.0798122,0.5862069,0.7671295,0.1325585
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,undersampling,no selection,no cost sensitive,0.0909091,0.0384061,0.9615939,0.9090909,0.0138889,0.0909091,0.4669677,0.0139776
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,undersampling,no selection,no cost sensitive,0.8333333,0.0706138,0.9293862,0.1666667,0.1612903,0.8333333,0.8801396,0.2501225
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,undersampling,no selection,no cost sensitive,0.4842105,0.0779268,0.9220732,0.5157895,0.0966387,0.4842105,0.7132371,0.1367618
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,smote,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4982862,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,smote,no selection,no cost sensitive,0.0000000,0.0145548,0.9854452,1.0000000,0.0000000,0.0000000,0.8075057,-0.0043743
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,smote,no selection,no cost sensitive,0.0000000,0.0022727,0.9977273,1.0000000,0.0000000,0.0000000,0.9801136,-0.0025963
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,random forest,smote,no selection,no cost sensitive,0.2222222,0.0031807,0.9968193,0.7777778,0.2857143,0.2222222,0.9062765,0.2462455
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,random forest,smote,no selection,no cost sensitive,0.0818182,0.0086154,0.9913846,0.9181818,0.3913043,0.0818182,0.7611413,0.1159529
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,random forest,smote,no selection,no cost sensitive,0.1269841,0.0244948,0.9755052,0.8730159,0.2857143,0.1269841,0.7888466,0.1378184
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,random forest,smote,no selection,no cost sensitive,0.3393939,0.1462668,0.8537332,0.6606061,0.1898305,0.3393939,0.8244038,0.1426177
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,random forest,smote,no selection,no cost sensitive,0.5866667,0.1147826,0.8852174,0.4133333,0.1818182,0.5866667,0.8971208,0.2285233
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,random forest,smote,no selection,no cost sensitive,0.5526316,0.0299885,0.9700115,0.4473684,0.4468085,0.5526316,0.9481652,0.4694832
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,random forest,smote,no selection,no cost sensitive,0.2674419,0.0728324,0.9271676,0.7325581,0.1543624,0.2674419,0.7945120,0.1443615
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,random forest,smote,no selection,no cost sensitive,0.2210526,0.0376375,0.9623625,0.7789474,0.2441860,0.2210526,0.7996556,0.1920100
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,random forest,smote,no selection,no cost sensitive,0.4055944,0.1128563,0.8871437,0.5944056,0.2301587,0.4055944,0.8190280,0.2169371
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,random forest,smote,no selection,no cost sensitive,0.3734177,0.0725446,0.9274554,0.6265823,0.3121693,0.3734177,0.8608125,0.2761693
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,random forest,smote,no selection,no cost sensitive,0.3200000,0.0814480,0.9185520,0.6800000,0.3571429,0.3200000,0.8094186,0.2497004
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,random forest,smote,no selection,no cost sensitive,0.3203125,0.0855524,0.9144476,0.6796875,0.3519313,0.3203125,0.7408939,0.2441365
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,random forest,smote,no selection,no cost sensitive,0.8787879,0.0085373,0.9914627,0.1212121,0.9392713,0.8787879,0.9854122,0.8947297
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,random forest,smote,no selection,no cost sensitive,0.4598540,0.1497268,0.8502732,0.5401460,0.3150000,0.4598540,0.8165440,0.2594120
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,random forest,smote,no selection,no cost sensitive,0.3571429,0.1244518,0.8755482,0.6428571,0.3162651,0.3571429,0.7371097,0.2207257
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,random forest,smote,no selection,no cost sensitive,0.4594595,0.1579448,0.8420552,0.5405405,0.0487106,0.4594595,0.8148160,0.0586376
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,random forest,smote,no selection,no cost sensitive,0.2714286,0.0057803,0.9942197,0.7285714,0.6129032,0.2714286,0.9240194,0.3634926
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,random forest,smote,no selection,no cost sensitive,0.2105263,0.0264550,0.9735450,0.7894737,0.2105263,0.2105263,0.7149838,0.1840713
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,random forest,smote,no selection,no cost sensitive,0.1880342,0.0228209,0.9771791,0.8119658,0.2340426,0.1880342,0.7457448,0.1824846
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,random forest,smote,no selection,no cost sensitive,0.2408759,0.0255403,0.9744597,0.7591241,0.2661290,0.2408759,0.7746445,0.2256290
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,random forest,smote,no selection,no cost sensitive,0.4402174,0.0617157,0.9382843,0.5597826,0.2515528,0.4402174,0.7790862,0.2788574
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,random forest,smote,no selection,no cost sensitive,0.4101382,0.1088420,0.8911580,0.5898618,0.1550523,0.4101382,0.7443632,0.1690280
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,random forest,smote,no selection,no cost sensitive,0.2612245,0.0335884,0.9664116,0.7387755,0.2882883,0.2612245,0.7530656,0.2382361
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,random forest,smote,no selection,no cost sensitive,0.0843373,0.0420988,0.9579012,0.9156627,0.0327103,0.0843373,0.6713161,0.0237851
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,random forest,smote,no selection,no cost sensitive,0.1250000,0.0230397,0.9769603,0.8750000,0.0775194,0.1250000,0.8621551,0.0783402
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,random forest,smote,no selection,no cost sensitive,0.1278195,0.0056711,0.9943289,0.8721805,0.3617021,0.1278195,0.9074634,0.1783657
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,random forest,smote,no selection,no cost sensitive,0.0493827,0.0024335,0.9975665,0.9506173,0.2352941,0.0493827,0.7860768,0.0768489
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,random forest,smote,no selection,no cost sensitive,0.1445783,0.0079615,0.9920385,0.8554217,0.2181818,0.1445783,0.9661207,0.1638254
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,random forest,smote,no selection,no cost sensitive,0.2391304,0.0055340,0.9944660,0.7608696,0.5238095,0.2391304,0.9701008,0.3177411
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,random forest,smote,no selection,no cost sensitive,0.1818182,0.0037811,0.9962189,0.8181818,0.0869565,0.1818182,0.7126886,0.1152811
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,random forest,smote,no selection,no cost sensitive,0.2758621,0.0010811,0.9989189,0.7241379,0.5714286,0.2758621,0.9070239,0.3699605
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,random forest,smote,no selection,no cost sensitive,0.0000000,0.0010819,0.9989181,1.0000000,0.0000000,0.0000000,0.6742151,-0.0018233
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,random forest,smote,no selection,no cost sensitive,0.2222222,0.0061561,0.9938439,0.7777778,0.3703704,0.2222222,0.9160289,0.2689869
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,random forest,smote,no selection,no cost sensitive,0.1578947,0.0019935,0.9980065,0.8421053,0.5769231,0.1578947,0.7351262,0.2424236
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5605541,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,naive bayes,smote,no selection,no cost sensitive,1.0000000,0.1241438,0.8758562,0.0000000,0.0202703,1.0000000,0.9053938,0.0348883
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0439394,0.9560606,1.0000000,0.0000000,0.0000000,0.4685606,-0.0056846
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,naive bayes,smote,no selection,no cost sensitive,0.5555556,0.1832061,0.8167939,0.4444444,0.0170648,0.5555556,0.6493497,0.0223131
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,naive bayes,smote,no selection,no cost sensitive,0.8090909,0.2523077,0.7476923,0.1909091,0.1783567,0.8090909,0.8441986,0.2102267
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,naive bayes,smote,no selection,no cost sensitive,0.9365079,0.4507042,0.5492958,0.0634921,0.1381733,0.9365079,0.8360817,0.1325165
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,naive bayes,smote,no selection,no cost sensitive,0.5454545,0.3574051,0.6425949,0.4545455,0.1335312,0.5454545,0.5198045,0.0787915
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8538783,0.0000000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0017301,0.9982699,1.0000000,0.0000000,0.0000000,0.8682238,-0.0031992
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,naive bayes,smote,no selection,no cost sensitive,0.0232558,0.0000000,1.0000000,0.9767442,1.0000000,0.0232558,0.8481079,0.0433954
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,naive bayes,smote,no selection,no cost sensitive,0.0210526,0.0023162,0.9976838,0.9789474,0.3333333,0.0210526,0.8340201,0.0336173
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,naive bayes,smote,no selection,no cost sensitive,0.1188811,0.0267597,0.9732403,0.8811189,0.2698413,0.1188811,0.8464651,0.1238941
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,naive bayes,smote,no selection,no cost sensitive,0.2468354,0.0558036,0.9441964,0.7531646,0.2805755,0.2468354,0.8423037,0.2021128
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,naive bayes,smote,no selection,no cost sensitive,0.1600000,0.0260181,0.9739819,0.8400000,0.4651163,0.1600000,0.8519593,0.1865056
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,naive bayes,smote,no selection,no cost sensitive,0.0039063,0.0028329,0.9971671,0.9960938,0.1666667,0.0039063,0.7956113,0.0018426
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0022766,0.9977234,1.0000000,0.0000000,0.0000000,0.7963212,-0.0039146
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,naive bayes,smote,no selection,no cost sensitive,0.2372263,0.0513661,0.9486339,0.7627737,0.4088050,0.2372263,0.8344332,0.2262265
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,naive bayes,smote,no selection,no cost sensitive,0.1020408,0.0635965,0.9364035,0.8979592,0.2054795,0.1020408,0.7743951,0.0487334
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,naive bayes,smote,no selection,no cost sensitive,0.1351351,0.0180780,0.9819220,0.8648649,0.1162791,0.1351351,0.8448132,0.1084210
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,naive bayes,smote,no selection,no cost sensitive,0.5142857,0.0211946,0.9788054,0.4857143,0.4500000,0.5142857,0.9144302,0.4612552
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,naive bayes,smote,no selection,no cost sensitive,0.2736842,0.2631393,0.7368607,0.7263158,0.0336788,0.2736842,0.6479644,0.0023730
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,naive bayes,smote,no selection,no cost sensitive,0.0940171,0.1036450,0.8963550,0.9059829,0.0325444,0.0940171,0.6866499,-0.0050423
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,naive bayes,smote,no selection,no cost sensitive,0.1751825,0.0847600,0.9152400,0.8248175,0.0736196,0.1751825,0.6654218,0.0543646
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,naive bayes,smote,no selection,no cost sensitive,0.2228261,0.0909091,0.9090909,0.7771739,0.1035354,0.2228261,0.6688457,0.0851659
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,naive bayes,smote,no selection,no cost sensitive,0.3225806,0.1932226,0.8067774,0.6774194,0.0751880,0.3225806,0.6110308,0.0504311
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,naive bayes,smote,no selection,no cost sensitive,0.1673469,0.0858844,0.9141156,0.8326531,0.0921348,0.1673469,0.6064509,0.0587370
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,smote,no selection,no cost sensitive,0.1084337,0.0272524,0.9727476,0.8915663,0.0629371,0.1084337,0.7477365,0.0598972
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,smote,no selection,no cost sensitive,0.5750000,0.0594385,0.9405615,0.4250000,0.1303116,0.5750000,0.9147834,0.1923865
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,smote,no selection,no cost sensitive,0.6165414,0.0527410,0.9472590,0.3834586,0.2271468,0.6165414,0.9200392,0.3071489
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0065519,0.9934481,1.0000000,0.0000000,0.0000000,0.6213942,-0.0090953
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,smote,no selection,no cost sensitive,0.2771084,0.0222181,0.9777819,0.7228916,0.1608392,0.2771084,0.9459069,0.1879873
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,smote,no selection,no cost sensitive,0.3043478,0.0202915,0.9797085,0.6956522,0.2763158,0.3043478,0.9632956,0.2706759
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,smote,no selection,no cost sensitive,0.0909091,0.0088225,0.9911775,0.9090909,0.0200000,0.0909091,0.8607065,0.0296425
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,smote,no selection,no cost sensitive,0.1379310,0.0064865,0.9935135,0.8620690,0.1000000,0.1379310,0.9354893,0.1105817
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,smote,no selection,no cost sensitive,0.0000000,0.0055896,0.9944104,1.0000000,0.0000000,0.0000000,0.8073741,-0.0057632
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,smote,no selection,no cost sensitive,0.1444444,0.0110447,0.9889553,0.8555556,0.1756757,0.1444444,0.9451848,0.1461819
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,smote,no selection,no cost sensitive,0.0105263,0.0047119,0.9952881,0.9894737,0.0370370,0.0105263,0.8501927,0.0089692
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,smote,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5124250,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,smote,no selection,no cost sensitive,0.6666667,0.0119863,0.9880137,0.3333333,0.1250000,0.6666667,0.9914384,0.2071051
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,smote,no selection,no cost sensitive,1.0000000,0.0606061,0.9393939,0.0000000,0.0476190,1.0000000,0.9696970,0.0856354
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,smote,no selection,no cost sensitive,0.2222222,0.0337150,0.9662850,0.7777778,0.0363636,0.2222222,0.6202290,0.0532367
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,smote,no selection,no cost sensitive,0.1272727,0.0086154,0.9913846,0.8727273,0.5000000,0.1272727,0.5810797,0.1818494
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,smote,no selection,no cost sensitive,0.3571429,0.0398040,0.9601960,0.6428571,0.4090909,0.3571429,0.6741585,0.3370900
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,smote,no selection,no cost sensitive,0.5696970,0.1958384,0.8041616,0.4303030,0.2270531,0.5696970,0.7127276,0.2227533
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,smote,no selection,no cost sensitive,0.6933333,0.1936232,0.8063768,0.3066667,0.1347150,0.6933333,0.7725565,0.1675087
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,smote,no selection,no cost sensitive,0.6315789,0.0513264,0.9486736,0.3684211,0.3503650,0.6315789,0.7969632,0.4193405
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,smote,no selection,no cost sensitive,0.3372093,0.1219653,0.8780347,0.6627907,0.1208333,0.3372093,0.6218174,0.1162953
